0.05	0.41747015829944134	0.0042300916827751655
0.15	0.4444460235849921	0.004427955178794538
0.25	0.44471589419126145	0.004555390539169838
0.35	0.4603668416786538	0.004622490281643865
0.45	0.46218608389566246	0.004640090953085995
0.55	0.4598305551943633	0.0046185914137686105
0.65	0.4565110109811566	0.0045672691876677595
0.75	0.4507333203702247	0.00449399453165942
0.85	0.43309938331950043	0.004405197622296546
0.95	0.42844245398042785	0.004305981844478915
1.05	0.42131158292475523	0.004200304719335292
1.15	0.40474974387962903	0.00409117452969026
1.25	0.39640734887697326	0.003980836322117888
1.35	0.39037448620148407	0.003870933990810198
1.45	0.38003529281081144	0.0037626468557317018
1.55	0.3719095443149677	0.0036567987280650012
1.65	0.35444098190034057	0.0035539447879866775
1.75	0.3403997421903957	0.0034544380164812285
1.85	0.33574180691496236	0.003358487350573113
1.95	0.3235365231186636	0.0032661848072015327
