0.05	0.3979725835239674	0.004032528989364968
0.15	0.42192410097622773	0.004203572332374905
0.25	0.4206394098677326	0.004308766142928439
0.35	0.43420988949073874	0.0043598513460394225
0.45	0.43509295418800265	0.004368091015338675
0.55	0.4324439672839965	0.004343517349319425
0.65	0.4292562600037617	0.004294592776009966
0.75	0.4240746154207515	0.004228196400370503
0.85	0.4079858235419334	0.0041497592677747445
0.95	0.4043125898384602	0.004063469096407964
1.05	0.3984612701329535	0.003972496416531441
1.15	0.3837788638421636	0.0038792027333597752
1.25	0.3769375778464655	0.0037853152957768284
1.35	0.37233726266908046	0.0036920777793020866
1.45	0.363644702257136	0.003600367180193583
1.55	0.35705852781273495	0.0035107761828359796
1.65	0.3414524285308062	0.0034237098436423396
1.75	0.32906465892630704	0.00333940754584842
1.85	0.32569698035784594	0.0032580070939117168
1.95	0.31495593828741114	0.0031795615859880754
