0.05	0.5749160574220459	0.005783849949756597
0.15	0.5154188380367646	0.005145327957675734
0.25	0.4564062918729711	0.004589550051408499
0.35	0.41656415632542704	0.004121010212097707
0.45	0.3693244611636516	0.003731413357973272
0.55	0.34387438799595393	0.003409051221521729
0.65	0.315994542719421	0.0031424780978317685
0.75	0.29587609800310577	0.0029217094548784125
0.85	0.27171047245433166	0.002738446089418978
0.95	0.2596669278035198	0.002585936946575381
1.05	0.2494777153366142	0.0024587342796614795
1.15	0.23452117610176268	0.0023524483381027364
1.25	0.23257798533207327	0.002263536645788454
1.35	0.21892978056370072	0.00218912707367642
1.45	0.21416719121946862	0.002126879459208355
1.55	0.20968940658154775	0.0020748817994973644
1.65	0.2047963707928903	0.0020315496294668754
1.75	0.19811654356590627	0.001995578316341927
1.85	0.19510362103189036	0.0019658766135761036
1.95	0.1946373090182102	0.001941533791971073
